# z bin:	2.7 3.5
# No. of abs data points =  28
# Number of quasars entered =  251
# total nber of Q =   698   dz =     114.781   dX =     414.931
# fit parameters:
# beta =    1.10000 f* =    4.06303E-02 n* =    1.51356E+21
# data: x, y,        x-errorx,  x+errorx,  y-errory,  y+errory
17.8000   -18.9444    17.3000    18.3000   -18.8996   -18.9944
18.8000   -20.0464    18.3000    19.3000   -19.9963   -20.1030
19.8000   -21.1655    19.3000    20.3000   -21.1085   -21.2311
20.3667   -21.8549    20.3000    20.5500   -21.7299   -22.0310
20.8564   -22.3863    20.5500    21.0000   -22.2718   -22.5421
21.1625   -23.4399    21.0000    21.8000   -23.3085   -23.6294
