20.05    -21.35  0.05 0.04
20.15    -21.38  0.05 0.04
20.25    -21.51  0.05 0.04
20.35    -21.66  0.05 0.04
20.45    -21.80  0.05 0.04
20.55    -21.89  0.05 0.04
20.65    -22.11  0.05 0.04
20.75    -22.22  0.05 0.05
20.85    -22.33  0.05 0.05
20.95    -22.64  0.05 0.06
21.05    -22.71  0.05 0.06
21.15    -22.94  0.05 0.07
21.25    -23.18  0.05 0.09
21.35    -23.40  0.05 0.10
21.45    -23.74  0.05 0.14
21.55    -23.92  0.05 0.16
21.70    -24.57  0.1  0.21
21.90    -25.31  0.1  0.53

